roof_area_m2,roof_height_m,roof_type,roof_covering,labor_count,duration_days
271.4,3.11,Gable,Concrete Tiles,6,28
121,1.7,Hip,Asbestos Sheets,5,15
140.6,2.93,Gable,Clay Tiles,5,22
388.5,2.51,Hip,Clay Tiles,15,25
251.3,1.12,Gable,Concrete Tiles,11,20
220.4,2.07,Lean-to,Metal Sheets,9,11
143.9,3.91,Gable,Concrete Tiles,4,25
142.1,2.17,Flat,RC Slab,13,18
76,1.84,Lean-to,Asbestos Sheets,11,5
258.3,1.85,Flat,RC Slab,9,29
77.6,2.49,Gable,Clay Tiles,8,11
52.6,3.39,Lean-to,Metal Sheets,9,3
258.7,3.13,Flat,RC Slab,13,32
366.8,2.41,Hip,Concrete Tiles,12,26
268.5,1.91,Flat,RC Slab,8,34
182.6,1.32,Lean-to,Asbestos Sheets,11,10
186.3,2.46,Hip,Concrete Tiles,15,16
173.8,3.3,Hip,Clay Tiles,6,28
147.7,3.05,Hip,Concrete Tiles,14,14
195.6,2.36,Gable,Concrete Tiles,10,18
172.6,2.73,Lean-to,Asbestos Sheets,4,19
216.8,2.41,Gable,Concrete Tiles,15,15
332.6,2.69,Hip,Clay Tiles,11,30
424,2.56,Hip,Metal Sheets,7,18
90.8,2.93,Gable,Concrete Tiles,5,14
161.5,2.54,Hip,Clay Tiles,14,19
117,3.82,Flat,RC Slab,13,17
153.9,2.39,Gable,Concrete Tiles,2,34
139.5,1.11,Gable,Asbestos Sheets,10,9
115.7,1.98,Lean-to,Asbestos Sheets,3,11
271.3,2.53,Lean-to,Metal Sheets,6,15
188.9,2.61,Hip,Metal Sheets,9,15
345.5,2.64,Gable,Clay Tiles,5,36
72.7,3.01,Gable,Concrete Tiles,9,8
86.9,2.08,Gable,Concrete Tiles,8,9
165.9,2.89,Hip,Clay Tiles,10,19
91.3,2.98,Lean-to,Metal Sheets,13,5
134.2,2.36,Flat,RC Slab,4,29
406.5,2.34,Gable,Asbestos Sheets,13,13
122.8,1.83,Lean-to,Metal Sheets,5,10
120.6,2.37,Hip,Metal Sheets,2,24
209.8,3.21,Gable,Concrete Tiles,8,21
189.4,3.66,Hip,Concrete Tiles,6,26
211.7,2.72,Gable,Clay Tiles,4,36
159.6,2.13,Lean-to,Metal Sheets,7,11
296.9,2.93,Hip,Clay Tiles,14,26
107.4,3.08,Flat,RC Slab,10,19
171.9,2.2,Hip,Concrete Tiles,12,16
245.1,3.34,Lean-to,Clay Tiles,4,36
316.5,1.46,Flat,RC Slab,3,46
157.9,1.05,Hip,Metal Sheets,6,14
208.2,1.65,Gable,Clay Tiles,12,18
87.6,1.76,Lean-to,Metal Sheets,14,4
114.7,3.53,Hip,Clay Tiles,3,24
87.6,2.39,Gable,Asbestos Sheets,8,8
258.1,2.08,Lean-to,Metal Sheets,7,15
139.6,2.39,Gable,Clay Tiles,12,12
256.7,2.33,Gable,Concrete Tiles,4,37
86.7,2.14,Hip,Concrete Tiles,8,12
313.6,1.7,Gable,Clay Tiles,13,20
300.8,2.86,Hip,Concrete Tiles,8,29
94,1.7,Gable,Clay Tiles,12,10
67.9,3.18,Gable,Clay Tiles,10,8
83,1.89,Gable,Clay Tiles,10,9
309.3,3.06,Gable,Clay Tiles,5,40
128.2,3.27,Lean-to,Clay Tiles,15,10
202.8,1.66,Hip,Concrete Tiles,5,32
171.4,1.52,Hip,Metal Sheets,15,10
283.7,3.87,Hip,Clay Tiles,15,23
187,2.46,Flat,RC Slab,9,25
190.1,2.8,Gable,Metal Sheets,14,9
411.6,1.17,Gable,Asbestos Sheets,12,13
110.2,2.08,Flat,RC Slab,12,17
298.7,2.54,Hip,Clay Tiles,2,60
81.2,3.56,Lean-to,Clay Tiles,3,19
184.2,2.07,Lean-to,Asbestos Sheets,2,29
326,3.18,Lean-to,Asbestos Sheets,2,40
237.2,2.88,Gable,Clay Tiles,13,18
243.6,1.63,Gable,Concrete Tiles,4,34
134.3,2.12,Gable,Concrete Tiles,2,29
169.5,1.99,Lean-to,Clay Tiles,15,13
157.3,2.42,Lean-to,Concrete Tiles,5,17
195.5,2.82,Lean-to,Metal Sheets,13,8
180.3,2.4,Gable,Asbestos Sheets,15,10
148.2,2,Lean-to,Asbestos Sheets,9,10
143.5,2.96,Hip,Concrete Tiles,14,14
131.6,2.7,Lean-to,Metal Sheets,15,5
156.9,2.57,Hip,Clay Tiles,4,30
110.1,2.64,Gable,Clay Tiles,4,21
318.5,1.95,Gable,Clay Tiles,7,29
218,2.92,Lean-to,Clay Tiles,9,24
106.2,2.31,Hip,Clay Tiles,13,12
246.5,2.27,Hip,Concrete Tiles,4,42
306.4,1.74,Hip,Concrete Tiles,4,39
128.8,2.73,Hip,Concrete Tiles,6,20
110.3,2.74,Lean-to,Metal Sheets,5,10
56.8,2.22,Gable,Concrete Tiles,15,6
79.4,3.46,Gable,Concrete Tiles,7,11
270.6,3.4,Lean-to,Asbestos Sheets,14,12
408.4,1.6,Hip,Clay Tiles,2,60
78.4,2.96,Gable,Metal Sheets,3,12
265.4,2.33,Gable,Clay Tiles,13,22
88.5,4.45,Gable,Concrete Tiles,5,16
215.1,1.95,Gable,Clay Tiles,3,45
268.3,2.09,Gable,Clay Tiles,10,22
155.6,2.42,Gable,Metal Sheets,4,16
58.9,2.06,Flat,RC Slab,2,19
216,2.95,Lean-to,Metal Sheets,7,15
415.6,2.49,Lean-to,Concrete Tiles,9,24
133.1,1.94,Hip,Metal Sheets,9,10
118.8,2.54,Gable,Clay Tiles,10,14
103.8,3.57,Lean-to,Metal Sheets,2,16
204.7,3.23,Lean-to,Metal Sheets,6,16
216.3,2.53,Hip,Asbestos Sheets,6,25
282.4,2.11,Gable,Concrete Tiles,6,30
267.2,1.83,Gable,Clay Tiles,9,25
329.4,3.53,Hip,Concrete Tiles,5,45
287.9,3,Hip,Clay Tiles,10,28
130.9,2.68,Gable,Concrete Tiles,15,11
204.9,3.53,Lean-to,Metal Sheets,11,11
141.7,1.65,Hip,Clay Tiles,7,19
148.9,2.93,Hip,Metal Sheets,8,13
354,1.93,Gable,Clay Tiles,10,23
242.5,1.64,Lean-to,Metal Sheets,12,10
391.4,2.46,Flat,RC Slab,6,40
169.1,2.31,Gable,Concrete Tiles,2,37
199.8,3.82,Hip,Asbestos Sheets,11,16
186.6,2.18,Flat,RC Slab,11,24
99.3,3.3,Lean-to,Metal Sheets,3,12
128.6,3.1,Gable,Asbestos Sheets,10,10
197.2,2.89,Lean-to,Metal Sheets,3,20
87,3.71,Hip,Metal Sheets,11,8
353.7,2.35,Gable,Clay Tiles,12,23
103.7,2.32,Gable,Metal Sheets,2,16
120.6,1.78,Gable,Clay Tiles,12,11
271.8,2.08,Gable,Asbestos Sheets,3,33
96.4,3.53,Hip,Asbestos Sheets,5,13
333.8,2.48,Flat,RC Slab,11,29
257.4,2.22,Gable,Clay Tiles,6,33
87.4,1.93,Lean-to,Metal Sheets,15,4
245.8,2.5,Gable,Concrete Tiles,15,18
226.7,3.02,Hip,Clay Tiles,15,24
268.8,2.1,Lean-to,Asbestos Sheets,3,28
297.5,3.13,Lean-to,Asbestos Sheets,4,30
254.8,2.8,Flat,RC Slab,4,36
213.4,3.22,Flat,RC Slab,10,27
147.2,2.02,Gable,Concrete Tiles,8,16
247.6,2.81,Gable,Clay Tiles,12,25
373.7,1.75,Hip,Asbestos Sheets,5,34
213.8,2.27,Gable,Clay Tiles,4,40
236.9,3.04,Hip,Concrete Tiles,11,23
174,2.81,Gable,Clay Tiles,10,17
268.3,1.85,Lean-to,Metal Sheets,11,10
432.2,3.45,Lean-to,Metal Sheets,6,18
112.5,1.36,Lean-to,Metal Sheets,9,7
121.5,2.73,Flat,RC Slab,14,16
200.4,4.15,Gable,Concrete Tiles,10,20
185.1,2.59,Gable,Concrete Tiles,15,15
209.2,3.26,Flat,RC Slab,8,27
80.1,2.73,Flat,RC Slab,2,26
166.1,3.2,Hip,Concrete Tiles,12,16
212.5,2.86,Hip,Concrete Tiles,8,27
213.1,2.95,Hip,Clay Tiles,2,60
234.7,1.96,Gable,Clay Tiles,3,41
255.4,3.08,Gable,Concrete Tiles,6,30
229.8,1.99,Hip,Concrete Tiles,4,41
281.5,4.11,Flat,RC Slab,11,31
224.7,1.96,Lean-to,Asbestos Sheets,10,13
199.8,1.98,Hip,Clay Tiles,6,30
219.2,3.45,Flat,RC Slab,3,48
97.6,2,Lean-to,Asbestos Sheets,3,13
136.4,2.26,Gable,Clay Tiles,15,11
197.1,3.01,Flat,RC Slab,6,30
318.9,1.77,Hip,Concrete Tiles,3,51
241.6,1.77,Hip,Clay Tiles,11,29
94.5,2.5,Gable,Concrete Tiles,14,8
215.1,2,Lean-to,Metal Sheets,3,20
125.5,1.98,Lean-to,Asbestos Sheets,15,7
260.3,1.03,Gable,Clay Tiles,12,19
297.2,2.28,Gable,Concrete Tiles,5,33
215.5,2.17,Gable,Clay Tiles,12,19
214.9,1.23,Lean-to,Asbestos Sheets,7,16
150.9,2.78,Hip,Clay Tiles,10,19
176.3,2.8,Gable,Clay Tiles,3,40
314.4,1.45,Lean-to,Asbestos Sheets,5,19
256.5,2.17,Hip,Clay Tiles,12,24
195.1,3.51,Hip,Clay Tiles,13,24
157.6,2.7,Hip,Metal Sheets,2,30
80.7,2.36,Hip,Metal Sheets,5,12
108.5,2.46,Hip,Metal Sheets,10,8
119.6,1.91,Gable,Clay Tiles,14,11
158.8,3.29,Hip,Concrete Tiles,11,21
363.1,3.68,Lean-to,Asbestos Sheets,11,13
191.2,3.67,Hip,Clay Tiles,7,27
128.2,1.95,Lean-to,Asbestos Sheets,2,19
98.9,2.16,Hip,Clay Tiles,12,13
150.8,1.78,Lean-to,Concrete Tiles,13,10
292.1,2.15,Gable,Concrete Tiles,8,26
161.2,2.2,Lean-to,Metal Sheets,9,9
274.6,2.81,Gable,Concrete Tiles,5,38
286.6,1.86,Gable,Clay Tiles,8,29
100.3,3.71,Gable,Clay Tiles,5,18
219.9,1.58,Gable,Metal Sheets,7,17
375.6,1,Lean-to,Metal Sheets,3,27
165.6,3.44,Lean-to,Metal Sheets,10,9
80.9,2.98,Lean-to,Metal Sheets,5,7
348.1,2.25,Gable,Concrete Tiles,12,20
324.5,2.73,Lean-to,Metal Sheets,9,14
195.7,1.95,Flat,RC Slab,14,23
203.9,1.8,Gable,Clay Tiles,5,25
123.4,2.47,Hip,Asbestos Sheets,5,15
293.7,2.25,Flat,RC Slab,5,40
189.5,2.77,Gable,Concrete Tiles,10,19
