floor_area_m2,material_type,location,floors,labor_count,duration_days
114.29,Titanium,Both,1,9,7
257.96,Tiles,Indoor,4,9,12
763.77,Cement Rendering,Outdoor,5,13,18
347.86,Cement Rendering,Indoor,10,2,54
872.86,Tiles,Outdoor,6,6,65
2197.09,Hardwood,Indoor,3,19,71
582.13,Cement Rendering,Outdoor,4,12,14
525.5,Tiles,Indoor,2,3,55
65.86,Cement Rendering,Indoor,1,5,3
71.57,Cement Rendering,Outdoor,9,10,3
541.79,Hardwood,Both,2,1,289
2348.91,Cement Rendering,Indoor,10,10,73
94.76,Tiles,Both,3,4,11
28.79,Cement Rendering,Outdoor,1,12,2
239.85,Hardwood,Both,8,12,18
129.5,Titanium,Outdoor,3,14,7
1563.14,Cement Rendering,Indoor,9,17,33
1714.22,Tiles,Both,8,8,111
2247.53,Hardwood,Both,7,6,274
141.25,Tiles,Both,2,8,8
3928.15,Tiles,Outdoor,2,1,1311
149.9,Tiles,Indoor,2,8,8
154.81,Hardwood,Indoor,1,9,9
123.67,Cement Rendering,Indoor,7,10,4
670.92,Tiles,Indoor,7,4,71
1467.19,Hardwood,Outdoor,6,10,97
26.9,Tiles,Outdoor,1,12,3
1520.57,Tiles,Indoor,7,10,65
65.46,Hardwood,Outdoor,3,6,8
247.24,Hardwood,Outdoor,6,10,18
293.49,Tiles,Both,8,11,16
117.57,Tiles,Indoor,1,9,6
92.49,Tiles,Indoor,1,9,5
42.77,Hardwood,Indoor,5,13,4
516.88,Cement Rendering,Outdoor,3,12,12
105.54,Tiles,Outdoor,3,14,5
61.37,Tiles,Both,5,7,6
444.02,Tiles,Indoor,2,5,29
1797.46,Titanium,Outdoor,2,11,75
685.4,Hardwood,Both,4,3,141
135.15,Hardwood,Indoor,10,2,50
109.01,Cement Rendering,Indoor,6,1,28
165.03,Tiles,Indoor,1,3,17
70.86,Cement Rendering,Indoor,2,1,15
429.88,Cement Rendering,Both,3,15,9
2113.31,Cement Rendering,Indoor,3,11,42
519.41,Hardwood,Outdoor,7,8,46
240.98,Cement Rendering,Indoor,3,20,4
2227.71,Tiles,Both,4,16,68
562.59,Tiles,Both,1,18,14
563.88,Tiles,Both,2,6,35
954.41,Tiles,Indoor,2,10,31
118.19,Titanium,Outdoor,1,10,7
404.65,Titanium,Indoor,4,6,32
32.58,Titanium,Indoor,6,8,4
2172.95,Cement Rendering,Indoor,2,11,41
102.35,Tiles,Indoor,1,8,6
115.06,Titanium,Indoor,1,8,7
291.76,Tiles,Indoor,2,13,9
2059.21,Tiles,Indoor,3,2,334
1246.36,Cement Rendering,Both,2,7,41
649.13,Tiles,Both,3,12,24
71.03,Cement Rendering,Both,6,1,22
157.13,Tiles,Both,7,12,9
1114.17,Tiles,Outdoor,1,7,51
117.32,Cement Rendering,Indoor,4,10,4
49.88,Cement Rendering,Indoor,9,12,2
726.56,Titanium,Indoor,2,12,27
422.5,Cement Rendering,Indoor,4,3,32
782.92,Tiles,Both,3,8,39
218.12,Titanium,Both,1,8,13
426.17,Titanium,Both,1,14,16
115.28,Hardwood,Indoor,5,1,65
1558.95,Hardwood,Indoor,1,4,164
930.36,Titanium,Both,1,8,51
141.56,Tiles,Indoor,2,9,7
646.83,Cement Rendering,Outdoor,9,10,22
344.87,Tiles,Indoor,1,9,13
1656.38,Hardwood,Indoor,5,16,69
128.13,Tiles,Indoor,2,10,6
43.3,Cement Rendering,Both,1,16,2
134.07,Tiles,Both,3,11,7
4205.75,Tiles,Both,1,7,198
2099.3,Cement Rendering,Indoor,4,11,45
200.01,Hardwood,Outdoor,2,4,27
95.96,Titanium,Outdoor,1,13,5
420.57,Cement Rendering,Indoor,2,10,9
117.42,Titanium,Indoor,4,8,9
119.86,Cement Rendering,Both,7,1,38
2267.62,Titanium,Outdoor,3,11,100
474.51,Tiles,Both,6,6,38
60.66,Hardwood,Both,1,7,6
1158.24,Tiles,Indoor,1,9,38
132.73,Tiles,Indoor,4,11,6
1938.51,Cement Rendering,Outdoor,1,7,56
590.2,Hardwood,Outdoor,6,9,45
543.94,Tiles,Indoor,7,10,24
178.91,Tiles,Outdoor,1,8,9
91.91,Cement Rendering,Indoor,1,3,6
1817.37,Titanium,Indoor,1,5,132
4579.27,Tiles,Outdoor,1,5,285
244.88,Hardwood,Both,4,8,21
686.67,Hardwood,Outdoor,10,8,70
211.56,Tiles,Both,1,3,25
826.32,Cement Rendering,Both,1,10,18
449.63,Cement Rendering,Both,3,10,12
526.47,Hardwood,Indoor,2,1,239
67.28,Tiles,Both,2,15,4
108.49,Hardwood,Outdoor,4,2,33
210.32,Tiles,Indoor,5,13,9
301.7,Tiles,Both,3,13,12
860.24,Cement Rendering,Both,1,13,16
293.89,Tiles,Both,8,17,13
451.83,Cement Rendering,Indoor,4,7,15
4171.44,Tiles,Indoor,1,10,118
3248.43,Cement Rendering,Indoor,6,20,52
65.15,Hardwood,Outdoor,1,9,5
3979.11,Titanium,Indoor,3,1,1650
2092.59,Tiles,Outdoor,2,3,235
532.26,Tiles,Indoor,3,12,17
515.22,Tiles,Outdoor,4,3,68
603.24,Tiles,Both,1,1,199
1529.45,Tiles,Both,3,14,49
115.15,Cement Rendering,Both,1,14,3
1410.1,Hardwood,Outdoor,3,13,66
22.35,Hardwood,Outdoor,1,16,3
1427.16,Cement Rendering,Indoor,2,6,47
173.17,Tiles,Indoor,4,10,8
67.49,Tiles,Both,1,10,4
1737.87,Tiles,Outdoor,3,16,48
290.58,Cement Rendering,Both,2,9,8
683.11,Hardwood,Both,1,11,34
41.1,Hardwood,Indoor,2,8,4
1342.91,Titanium,Indoor,6,3,226
1424.82,Hardwood,Outdoor,1,11,64
83.89,Hardwood,Both,2,16,5
311.78,Cement Rendering,Both,2,4,19
109.6,Tiles,Outdoor,5,1,47
103.23,Hardwood,Both,1,10,7
1209.39,Cement Rendering,Indoor,2,16,18
4487.31,Tiles,Indoor,1,6,210
613.07,Hardwood,Indoor,3,18,22
703.34,Hardwood,Indoor,6,3,139
32.94,Hardwood,Outdoor,1,12,3
891.45,Tiles,Indoor,1,2,126
375.31,Cement Rendering,Both,1,11,8
2717.47,Tiles,Both,3,6,174
149.72,Cement Rendering,Outdoor,2,9,5
716.56,Tiles,Indoor,1,17,16
1503.4,Titanium,Both,5,8,106
95.86,Hardwood,Both,1,14,6
921.16,Tiles,Indoor,2,9,33
318.28,Cement Rendering,Indoor,2,17,5
2038.5,Tiles,Outdoor,7,5,188
1058.2,Tiles,Indoor,1,9,35
88.68,Cement Rendering,Outdoor,10,20,3
2382.68,Tiles,Outdoor,9,6,203
167.38,Titanium,Outdoor,6,7,15
27.59,Tiles,Indoor,2,5,4
77.62,Tiles,Indoor,2,7,5
49.24,Hardwood,Outdoor,3,6,6
983.03,Tiles,Outdoor,5,10,42
731.59,Cement Rendering,Indoor,1,12,13
2737.79,Hardwood,Indoor,2,6,207
4205.26,Cement Rendering,Outdoor,1,1,835
1431.24,Cement Rendering,Both,8,11,45
48.34,Cement Rendering,Indoor,1,7,2
147.02,Tiles,Both,1,4,14
683.91,Hardwood,Indoor,1,5,59
1112.07,Hardwood,Both,4,10,70
121.39,Tiles,Indoor,2,17,5
654.53,Titanium,Both,2,9,35
4271.03,Tiles,Indoor,1,5,239
912.73,Cement Rendering,Indoor,9,10,28
4432.38,Cement Rendering,Outdoor,3,1,1021
170.03,Hardwood,Indoor,3,11,10
910.43,Tiles,Outdoor,7,17,31
3342.69,Tiles,Both,9,6,301
1214.93,Tiles,Outdoor,1,6,64
29.49,Hardwood,Outdoor,3,10,4
446.22,Hardwood,Both,1,9,26
1612.27,Cement Rendering,Outdoor,1,8,41
128.83,Titanium,Both,4,9,9
112.97,Hardwood,Indoor,1,1,49
414.35,Hardwood,Indoor,2,5,39
693.81,Cement Rendering,Indoor,2,5,28
1113.01,Cement Rendering,Outdoor,1,2,111
171.52,Titanium,Indoor,5,6,15
919.5,Titanium,Indoor,1,14,28
599.92,Tiles,Indoor,5,8,29
3776.58,Cement Rendering,Indoor,7,3,334
317.15,Cement Rendering,Both,2,10,8
4808.9,Tiles,Both,10,9,302
3628.42,Hardwood,Both,1,9,200
443.15,Cement Rendering,Indoor,9,5,27
727.15,Titanium,Both,1,6,53
229.12,Tiles,Indoor,1,9,9
91.19,Cement Rendering,Indoor,1,11,3
293,Tiles,Both,1,12,11
1091.39,Tiles,Both,5,8,61
4307.25,Titanium,Outdoor,2,12,167
311.88,Tiles,Outdoor,1,9,13
139.94,Titanium,Indoor,4,3,23
208.52,Cement Rendering,Both,2,5,10
681.34,Tiles,Indoor,3,7,33
3771.79,Tiles,Both,6,5,347
3278.17,Cement Rendering,Indoor,3,4,171
1077.11,Cement Rendering,Outdoor,3,8,32
700.14,Cement Rendering,Outdoor,1,5,29
97.96,Tiles,Indoor,1,11,5
248.91,Tiles,Both,2,9,12
21.63,Cement Rendering,Outdoor,1,1,5
28.11,Hardwood,Outdoor,1,3,6
1647.15,Hardwood,Indoor,7,5,205
871.39,Titanium,Indoor,1,6,54
60.55,Cement Rendering,Outdoor,6,6,4
1193.14,Hardwood,Indoor,2,14,45
105.96,Cement Rendering,Indoor,1,4,6
438.32,Hardwood,Outdoor,5,8,35
557.43,Hardwood,Indoor,5,8,40
145.63,Tiles,Both,5,13,7
81.94,Cement Rendering,Outdoor,6,4,7
97.9,Tiles,Indoor,3,6,7
2230.6,Hardwood,Indoor,5,14,101
614.56,Hardwood,Indoor,3,7,44
368.68,Tiles,Both,1,10,14
448.09,Hardwood,Outdoor,3,4,62
86.69,Cement Rendering,Outdoor,2,7,4
47.03,Cement Rendering,Both,1,6,3
54.63,Tiles,Indoor,6,6,6
611.47,Tiles,Indoor,4,13,20
772.12,Tiles,Indoor,10,16,29
639,Hardwood,Indoor,1,6,46
944.8,Tiles,Outdoor,1,4,75
58.31,Cement Rendering,Both,10,16,3
2967.46,Tiles,Indoor,3,5,193
52.37,Hardwood,Both,1,2,15
2242.33,Tiles,Indoor,2,11,65
470.01,Titanium,Both,3,5,48
92.57,Tiles,Both,5,5,10
2332.63,Tiles,Both,2,5,167
473.28,Hardwood,Indoor,8,9,36
776.65,Cement Rendering,Indoor,2,2,76
79.19,Tiles,Both,3,15,4
4792.75,Tiles,Indoor,2,11,138
381,Hardwood,Outdoor,2,13,18
156.55,Cement Rendering,Indoor,10,3,17
625.07,Hardwood,Indoor,2,15,24
179.63,Hardwood,Outdoor,3,5,21
2399.69,Hardwood,Indoor,2,6,182
895.87,Tiles,Indoor,5,5,68
4201.99,Cement Rendering,Outdoor,4,3,346
4555.06,Hardwood,Indoor,1,6,318
238.18,Hardwood,Indoor,1,6,19
3199.12,Hardwood,Indoor,7,12,178
155.06,Titanium,Outdoor,1,8,10
282.27,Tiles,Both,1,8,14
2288.16,Hardwood,Indoor,2,7,149
428.79,Tiles,Indoor,2,3,45
4114.62,Cement Rendering,Both,4,12,97
2385.2,Cement Rendering,Both,2,10,55
209.25,Cement Rendering,Indoor,6,4,14
69.47,Tiles,Outdoor,8,3,13
68.18,Hardwood,Outdoor,1,15,4
1699.92,Tiles,Indoor,10,15,64
51.7,Tiles,Indoor,1,12,3
135.34,Tiles,Indoor,5,13,6
1385.4,Titanium,Both,2,14,53
312.98,Cement Rendering,Indoor,4,12,7
613.87,Cement Rendering,Outdoor,3,1,142
474.21,Titanium,Both,6,12,27
56.26,Tiles,Outdoor,9,8,6
27.83,Hardwood,Indoor,1,9,3
1006.23,Tiles,Indoor,6,7,58
98.62,Cement Rendering,Indoor,4,16,3
3056.43,Hardwood,Outdoor,4,4,441
157.44,Titanium,Both,2,11,9
157.52,Titanium,Indoor,2,11,8
53.57,Hardwood,Indoor,4,4,9
4799.19,Tiles,Outdoor,5,6,328
3365.92,Hardwood,Both,3,11,183
605.22,Hardwood,Indoor,9,7,61
689.23,Tiles,Both,1,10,25
3106.37,Hardwood,Both,2,12,149
123.64,Tiles,Indoor,4,8,7
57.81,Tiles,Indoor,6,16,4
1910.79,Tiles,Indoor,4,5,134
429.4,Cement Rendering,Both,4,5,23
1605.52,Tiles,Indoor,5,12,55
70.95,Tiles,Both,8,10,6
446.01,Titanium,Indoor,3,15,16
88.52,Cement Rendering,Both,1,11,3
311.93,Tiles,Outdoor,2,4,28
181.33,Cement Rendering,Indoor,2,4,10
119.64,Titanium,Indoor,5,3,21
170.53,Tiles,Both,2,16,6
510.3,Tiles,Indoor,3,8,23
46.4,Tiles,Indoor,1,9,3
1025.02,Titanium,Outdoor,1,17,31
777.61,Tiles,Indoor,3,6,44
2391.21,Hardwood,Outdoor,7,11,157
38.45,Cement Rendering,Both,2,4,3
4180.61,Titanium,Outdoor,1,3,555
39.37,Cement Rendering,Both,5,8,2
795.78,Tiles,Indoor,8,8,45
803.02,Tiles,Outdoor,2,6,47
450.42,Tiles,Outdoor,3,15,14
952.26,Hardwood,Indoor,2,10,45
157.26,Cement Rendering,Indoor,2,11,4
204.3,Titanium,Both,3,9,13
3604.01,Cement Rendering,Outdoor,4,3,297
318.88,Cement Rendering,Outdoor,3,11,8
75.96,Cement Rendering,Indoor,2,4,5
177.99,Hardwood,Outdoor,8,10,15
533.78,Tiles,Indoor,8,7,35
365.79,Tiles,Indoor,7,15,14
1323.26,Tiles,Indoor,7,9,62
755.43,Tiles,Both,1,11,25
1269.56,Tiles,Indoor,7,14,44
104.13,Titanium,Outdoor,3,4,14
72.51,Tiles,Outdoor,2,16,4
4172.85,Tiles,Both,3,13,136
59.87,Cement Rendering,Indoor,7,9,3
130.6,Cement Rendering,Indoor,1,6,5
1682.05,Cement Rendering,Outdoor,5,6,74
543.49,Hardwood,Indoor,1,2,115
89.25,Tiles,Both,1,9,5
690.41,Cement Rendering,Outdoor,2,3,50
137.41,Tiles,Both,7,8,10
298.8,Tiles,Outdoor,6,17,11
447.32,Hardwood,Both,3,16,21
77.68,Tiles,Indoor,2,7,5
55.65,Tiles,Indoor,7,6,6
152.61,Cement Rendering,Outdoor,1,13,4
93.2,Cement Rendering,Indoor,4,1,22
92.12,Tiles,Outdoor,4,12,5
689.54,Hardwood,Indoor,5,19,27
