wall_area_m2,material,location,floors,labor_count,duration_days
1696.6,Cement Sand,Both,3,9,38
1502.98,Cement Sand,Internal,5,5,53
199.16,Cement Sand,Both,1,4,8
126.86,Gypsum,External,1,6,2
1985.83,Cement Sand,Both,1,6,55
789.34,Gypsum,Both,1,1,88
2189.46,Cement Sand,Both,1,2,182
123.8,Cement Sand,External,6,1,29
20.69,Cement Sand,Both,3,7,1
582.23,Cement Sand,Internal,6,8,14
331.25,Gypsum,Internal,3,8,4
153.14,Gypsum,Both,1,4,4
123.57,Cement Sand,External,1,14,1
596.88,Gypsum,Internal,2,6,9
184.32,Cement Sand,Internal,3,7,4
752.75,Cement Sand,Both,3,6,25
307.28,Cement Sand,Internal,5,6,9
169.75,Gypsum,External,3,12,2
771.77,Cement Sand,Both,4,16,10
382.78,Gypsum,External,3,7,7
596.65,Cement Sand,Both,1,1,99
2479.64,Cement Sand,Internal,1,7,44
334.81,Gypsum,External,1,8,4
1463.76,Gypsum,External,3,7,26
136.21,Cement Sand,Internal,9,9,3
4905.02,Gypsum,Both,1,3,182
279.59,Gypsum,External,1,6,5
1340.08,Cement Sand,External,2,7,33
3416.34,Cement Sand,Internal,1,15,28
199.17,Gypsum,Internal,1,6,3
1119.05,Cement Sand,External,2,6,32
21.03,Gypsum,External,6,16,1
1277.36,Cement Sand,External,3,4,60
1042.18,Cement Sand,Internal,1,15,9
1320.08,Gypsum,Internal,1,11,10
199.26,Cement Sand,Internal,3,12,2
151.41,Gypsum,Both,1,6,3
3893.3,Cement Sand,Internal,2,9,59
210.92,Cement Sand,Both,7,6,9
1491.99,Cement Sand,Internal,4,9,27
1300.21,Cement Sand,Internal,2,7,26
124.1,Cement Sand,Internal,5,10,2
151.74,Gypsum,Internal,2,4,3
697.75,Cement Sand,Internal,1,8,11
84.88,Gypsum,External,1,7,1
91.85,Cement Sand,Internal,1,9,1
936.58,Cement Sand,Internal,1,3,39
101.55,Cement Sand,Internal,1,4,3
611.73,Gypsum,External,3,2,38
85.91,Cement Sand,Internal,1,2,5
42.14,Gypsum,Both,1,3,2
219.34,Cement Sand,Internal,1,10,3
334.33,Cement Sand,Internal,5,1,59
189.05,Cement Sand,External,2,1,32
112.88,Cement Sand,External,1,1,18
1126.91,Cement Sand,Internal,1,12,12
472.95,Cement Sand,Both,5,10,11
2589.71,Cement Sand,External,4,9,58
466.44,Gypsum,External,3,3,19
137.79,Gypsum,Both,4,13,2
361.3,Gypsum,Internal,1,7,4
155.98,Cement Sand,Internal,2,2,11
1542.89,Cement Sand,External,6,12,30
337.5,Cement Sand,Internal,2,8,6
99.16,Cement Sand,Internal,3,9,2
93.31,Cement Sand,External,3,7,2
158.55,Gypsum,Internal,1,9,1
175.1,Gypsum,Internal,5,10,2
105.66,Cement Sand,Both,1,10,2
4715.78,Gypsum,Both,6,8,98
530.36,Cement Sand,External,9,10,15
3349.41,Gypsum,External,1,3,116
582.4,Cement Sand,Internal,2,4,20
345.73,Cement Sand,Internal,2,1,48
467.27,Cement Sand,External,1,17,4
967.67,Cement Sand,External,5,10,21
127.35,Gypsum,Both,1,10,1
338.9,Gypsum,External,6,8,7
2980.91,Cement Sand,Internal,1,9,41
91.17,Cement Sand,External,2,10,2
89.96,Cement Sand,Both,3,8,2
626.95,Cement Sand,Internal,2,7,12
108.05,Cement Sand,External,3,7,3
60.07,Gypsum,External,8,6,2
184.08,Cement Sand,External,2,11,3
52.15,Gypsum,Internal,3,8,1
2360.55,Gypsum,Both,5,11,33
377.46,Cement Sand,External,4,7,11
465.22,Cement Sand,Internal,1,8,7
317.68,Gypsum,Both,1,6,6
1481.56,Cement Sand,Both,1,7,35
132.65,Cement Sand,Internal,1,11,2
2414.19,Cement Sand,Internal,4,13,30
400.46,Cement Sand,Internal,4,4,16
257.05,Cement Sand,Internal,1,3,11
1827.04,Cement Sand,Both,1,14,22
389.08,Gypsum,Both,2,7,7
164.28,Gypsum,External,1,12,1
58.65,Cement Sand,Both,1,4,2
57.86,Gypsum,External,8,12,1
681.8,Cement Sand,Internal,1,4,21
1100.23,Cement Sand,Both,5,5,51
286.1,Cement Sand,Both,2,9,6
652.98,Cement Sand,Both,2,1,120
84.31,Cement Sand,Internal,3,14,1
120.95,Cement Sand,External,1,6,3
679.71,Gypsum,External,5,4,25
1625.99,Gypsum,Both,1,9,20
147.43,Cement Sand,Internal,2,1,20
367.21,Cement Sand,Internal,6,6,11
23.16,Cement Sand,Internal,1,8,1
132.16,Cement Sand,External,1,2,10
799.39,Gypsum,Internal,1,10,7
3906.46,Cement Sand,Internal,1,11,44
463.33,Cement Sand,Internal,2,5,13
151.37,Cement Sand,Internal,4,9,3
27.11,Cement Sand,Internal,1,12,1
555.65,Gypsum,Both,2,9,8
458.08,Gypsum,Internal,2,8,5
4415.23,Gypsum,Both,2,4,135
171.76,Cement Sand,Internal,1,9,2
602.16,Cement Sand,External,4,2,61
2397.34,Gypsum,External,7,8,50
387.12,Cement Sand,External,3,2,36
1648.28,Gypsum,Internal,1,8,17
367.22,Cement Sand,Internal,3,12,5
446.85,Cement Sand,Internal,1,4,14
704.52,Gypsum,Internal,2,7,9
4477.75,Gypsum,External,5,8,82
639.04,Cement Sand,External,1,13,8
425.36,Cement Sand,External,3,6,13
4588.33,Gypsum,External,4,15,41
630.8,Gypsum,Both,1,3,23
37.87,Cement Sand,Internal,2,3,2
608.32,Cement Sand,Both,1,6,17
314.96,Gypsum,Internal,2,8,4
154.32,Gypsum,Internal,1,13,1
54.41,Cement Sand,Both,8,10,2
34.68,Cement Sand,Internal,1,6,1
698.89,Gypsum,Internal,1,11,5
2647.31,Cement Sand,External,4,4,134
313.36,Cement Sand,Internal,1,8,5
34.5,Cement Sand,Both,1,6,1
3383.43,Gypsum,External,9,11,58
1950.8,Gypsum,Internal,2,8,22
1377.91,Cement Sand,Internal,2,7,27
268.31,Cement Sand,Both,2,2,25
132.59,Cement Sand,External,2,13,2
621.07,Cement Sand,Internal,1,10,8
1270.54,Gypsum,Both,1,14,10
51.04,Cement Sand,Internal,1,6,1
174.6,Cement Sand,Internal,2,11,2
994.65,Gypsum,Both,1,10,11
2435.62,Cement Sand,External,7,3,203
566.34,Gypsum,External,3,15,5
147.22,Cement Sand,Internal,3,4,6
1203.1,Gypsum,Both,4,12,14
403.57,Cement Sand,Internal,5,3,24
1760.79,Gypsum,External,2,9,22
64.36,Gypsum,Internal,2,6,1
122.22,Gypsum,Internal,1,20,1
203.65,Cement Sand,Internal,4,20,2
27.3,Gypsum,Both,4,3,1
180.79,Cement Sand,Internal,1,8,3
76.13,Cement Sand,Both,2,9,2
28.34,Cement Sand,Internal,4,15,1
35.85,Cement Sand,External,1,10,1
2044.17,Cement Sand,Internal,2,10,28
3978.8,Cement Sand,External,5,8,109
2228.27,Gypsum,Internal,1,3,62
321.93,Cement Sand,External,2,4,14
679.01,Gypsum,External,1,4,18
176.31,Cement Sand,Both,2,5,6
386.15,Gypsum,External,1,3,13
160.08,Gypsum,Internal,2,10,1
95.91,Cement Sand,Both,2,6,3
161.58,Gypsum,External,2,3,6
242.05,Gypsum,External,3,6,5
173.39,Cement Sand,Both,6,14,3
116.79,Cement Sand,Both,6,3,10
483.33,Cement Sand,Internal,1,1,60
3467.94,Gypsum,Both,3,10,46
4074.1,Cement Sand,External,6,7,136
607.43,Cement Sand,Internal,1,3,25
512.77,Gypsum,Both,2,6,10
350.41,Cement Sand,Both,2,4,16
2298.89,Cement Sand,Both,2,5,84
956.66,Cement Sand,Both,7,9,28
169.16,Cement Sand,Internal,3,14,2
139.14,Cement Sand,Internal,3,3,7
698.37,Gypsum,Both,2,2,43
301.81,Cement Sand,External,6,16,4
564.46,Cement Sand,Both,5,7,19
2041.5,Gypsum,Internal,3,12,17
1025.53,Cement Sand,External,1,5,32
3698.84,Cement Sand,External,3,10,69
672.94,Cement Sand,Both,1,4,28
280.43,Gypsum,Internal,4,5,6
196.94,Gypsum,External,7,3,11
154.02,Gypsum,Both,1,6,3
442.19,Cement Sand,Both,2,14,6
24.91,Cement Sand,External,8,1,7
82.49,Cement Sand,Both,4,8,2
87.69,Cement Sand,Both,2,19,1
146.34,Cement Sand,External,3,7,4
201.1,Gypsum,Internal,2,1,18
295.83,Cement Sand,External,8,10,8
2299.23,Cement Sand,Both,1,12,32
797.71,Gypsum,Both,1,5,18
535.37,Cement Sand,Both,1,9,10
675.56,Gypsum,Internal,3,8,8
117.2,Gypsum,Both,3,11,1
111.26,Cement Sand,External,3,2,10
427.91,Gypsum,Internal,1,19,2
229.19,Cement Sand,Both,1,12,3
126.39,Cement Sand,External,1,5,4
1374.46,Gypsum,External,2,15,10
191.24,Gypsum,External,2,3,7
